sensor,metric,granularity,old_period,new_period,old_n,new_n,old_n_eff,new_n_eff,old_mean,new_mean,mean_delta,old_std,new_std,old_min,old_max,new_min,new_max,cohens_d,std_ratio,p_welch,p_levene,mean_shift,variance_shift
IPS7100_MHC_001,temperature,week_to_week,2024-08-25,2024-09-01,2016,2016,20.4,20.4,32.7973,30.3218,-2.4755,5.1647,4.2548,24.8223,46.4169,23.0388,39.7049,-0.523,0.8238,1.03e-01,4.92e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-09-01,2024-09-08,2016,2016,20.4,20.4,30.3218,25.9216,-4.4002,4.2548,4.0986,23.0388,39.7049,13.4988,35.9488,-1.0531,0.9633,1.76e-03,6.78e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2024-09-08,2024-09-15,2016,1951,20.4,19.7,25.9216,26.8868,0.9651,4.0986,6.1998,13.4988,35.9488,15.3808,42.889,0.1842,1.5127,5.66e-01,5.23e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-09-15,2024-09-22,1951,1482,19.7,15.0,26.8868,31.0037,4.1169,6.1998,5.08,15.3808,42.889,21.231,43.1529,0.7166,0.8194,3.94e-02,8.58e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-09-22,2024-09-29,1482,1986,15.0,20.1,31.0037,25.9659,-5.0378,5.08,5.0158,21.231,43.1529,18.3926,42.3283,-0.9986,0.9874,6.61e-03,7.61e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2024-09-29,2024-10-06,1986,2016,20.1,20.4,25.9659,28.2347,2.2689,5.0158,5.7755,18.3926,42.3283,19.6416,43.5471,0.4191,1.1515,1.90e-01,8.26e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-10-06,2024-10-13,2016,2016,20.4,20.4,28.2347,26.609,-1.6257,5.7755,5.7594,19.6416,43.5471,17.6061,42.9321,-0.2818,0.9972,3.74e-01,7.58e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-10-13,2024-10-20,2016,2015,20.4,20.4,26.609,20.6853,-5.9237,5.7594,6.7293,17.6061,42.9321,8.6278,40.9141,-0.9456,1.1684,4.55e-03,3.20e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2024-10-20,2024-10-27,2015,2016,20.4,20.4,20.6853,25.0596,4.3743,6.7293,5.3183,8.6278,40.9141,13.9579,38.412,0.7211,0.7903,2.72e-02,1.72e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-10-27,2024-11-03,2016,2016,20.4,20.4,25.0596,22.9741,-2.0855,5.3183,3.9466,13.9579,38.412,13.8199,32.5268,-0.4452,0.7421,1.64e-01,7.99e-02,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-11-03,2024-11-10,2016,2016,20.4,2016.0,22.9741,23.9851,1.011,3.9466,0.0,13.8199,32.5268,23.9851,23.9851,0.3622,0.0,2.62e-01,1.00e-15,False,True
IPS7100_MHC_001,temperature,week_to_week,2024-11-10,2024-11-17,2016,1673,2016.0,1673.0,23.9851,23.9851,-0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-11-17,2024-11-24,1673,1989,1673.0,1989.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-11-24,2024-12-01,1989,2016,1989.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-12-01,2024-12-08,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-12-08,2024-12-15,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-12-15,2024-12-22,2016,2015,2016.0,2015.0,23.9851,23.9851,-0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-12-22,2024-12-29,2015,1729,2015.0,1729.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2024-12-29,2025-01-05,1729,2016,1729.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-01-05,2025-01-12,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-01-12,2025-01-19,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-01-19,2025-01-26,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-01-26,2025-02-02,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-02-02,2025-02-09,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-02-09,2025-02-16,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-02-16,2025-02-23,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-02-23,2025-03-02,2016,1884,2016.0,1884.0,23.9851,23.9851,-0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-03-02,2025-03-09,1884,2016,1884.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-03-09,2025-03-16,2016,2016,2016.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-03-16,2025-03-23,2016,2015,2016.0,2015.0,23.9851,23.9851,-0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-03-23,2025-03-30,2015,2016,2015.0,2016.0,23.9851,23.9851,0.0,0.0,0.0,23.9851,23.9851,23.9851,23.9851,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-03-30,2025-04-06,2016,1681,2016.0,17.0,23.9851,21.1586,-2.8265,0.0,5.8668,23.9851,23.9851,5.3791,23.9851,-0.7143,inf,6.46e-02,1.00e-15,False,True
IPS7100_MHC_001,temperature,week_to_week,2025-04-06,2025-04-13,1681,2016,17.0,20.4,21.1586,20.1989,-0.9597,5.8668,7.2761,5.3791,23.9851,5.3956,34.5912,-0.1438,1.2402,6.58e-01,2.05e-02,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-04-13,2025-04-20,2016,2016,20.4,20.4,20.1989,23.1057,2.9068,7.2761,4.235,5.3956,34.5912,14.1637,36.4058,0.4882,0.582,1.29e-01,3.12e-02,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-04-20,2025-04-27,2016,1881,20.4,19.0,23.1057,23.0759,-0.0298,4.235,4.6956,14.1637,36.4058,12.6537,35.2433,-0.0067,1.1088,9.83e-01,6.15e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-04-27,2025-05-04,1881,2016,19.0,20.4,23.0759,21.1922,-1.8837,4.6956,4.3034,12.6537,35.2433,12.2579,32.0058,-0.4188,0.9165,1.99e-01,8.78e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-05-04,2025-05-11,2016,2016,20.4,20.4,21.1922,20.463,-0.7291,4.3034,4.048,12.2579,32.0058,14.6068,30.6238,-0.1745,0.9406,5.81e-01,8.67e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-05-11,2025-05-18,2016,2016,20.4,20.4,20.463,26.943,6.48,4.048,4.6631,14.6068,30.6238,16.2432,37.8979,1.4837,1.152,3.04e-05,9.06e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2025-05-18,2025-05-25,2016,2016,20.4,20.4,26.943,27.4149,0.4719,4.6631,4.5658,16.2432,37.8979,18.1722,39.0597,0.1022,0.9791,7.46e-01,6.92e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-05-25,2025-06-01,2016,2016,20.4,20.4,27.4149,24.7319,-2.683,4.5658,5.1223,18.1722,39.0597,17.7232,37.338,-0.5528,1.1219,8.57e-02,3.38e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-06-01,2025-06-08,2016,2012,20.4,20.3,24.7319,28.4503,3.7185,5.1223,4.5699,17.7232,37.338,19.6401,39.5405,0.7658,0.8922,1.93e-02,1.99e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-06-08,2025-06-15,2012,2016,20.3,20.4,28.4503,24.056,-4.3944,4.5699,3.7164,19.6401,39.5405,19.841,38.8546,-1.0549,0.8132,1.80e-03,4.93e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2025-06-15,2025-06-22,2016,2016,20.4,20.4,24.056,27.9252,3.8693,3.7164,3.0775,19.841,38.8546,22.4818,41.1197,1.1338,0.8281,8.73e-04,3.69e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2025-06-22,2025-06-29,2016,2016,20.4,2016.0,27.9252,26.8931,-1.0321,3.0775,0.0,22.4818,41.1197,26.8931,26.8931,-0.4742,0.0,1.46e-01,1.00e-15,False,True
IPS7100_MHC_001,temperature,week_to_week,2025-06-29,2025-07-06,2016,2016,2016.0,2016.0,26.8931,26.8931,0.0,0.0,0.0,26.8931,26.8931,26.8931,26.8931,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-07-06,2025-07-13,2016,2015,2016.0,2015.0,26.8931,26.8931,0.0,0.0,0.0,26.8931,26.8931,26.8931,26.8931,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-07-13,2025-07-20,2015,2016,2015.0,2016.0,26.8931,26.8931,0.0,0.0,0.0,26.8931,26.8931,26.8931,26.8931,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-07-20,2025-07-27,2016,2016,2016.0,2016.0,26.8931,26.8931,-0.0,0.0,0.0,26.8931,26.8931,26.8931,26.8931,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-07-27,2025-08-03,2016,2016,2016.0,2016.0,26.8931,26.8931,0.0,0.0,0.0,26.8931,26.8931,26.8931,26.8931,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-08-03,2025-08-10,2016,2016,2016.0,2016.0,26.8931,26.8931,0.0,0.0,0.0,26.8931,26.8931,26.8931,26.8931,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-08-10,2025-08-17,2016,2016,2016.0,2016.0,26.8931,26.8931,0.0,0.0,0.0,26.8931,26.8931,26.8931,26.8931,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-08-17,2025-08-24,2016,2016,2016.0,42.4,26.8931,30.1882,3.295,0.0,2.5992,26.8931,26.8931,26.8931,48.1564,1.7924,inf,2.83e-10,1.00e-15,True,True
IPS7100_MHC_001,temperature,week_to_week,2025-08-24,2025-08-31,2016,2016,42.4,20.4,30.1882,26.1106,-4.0776,2.5992,3.1313,26.8931,48.1564,24.8845,42.0369,-1.4167,1.2047,1.45e-05,7.74e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2025-08-31,2025-09-07,2016,1728,20.4,73.1,26.1106,25.3605,-0.7501,3.1313,4.3136,24.8845,42.0369,20.1018,66.632,-0.2014,1.3776,3.87e-01,9.70e-02,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-09-07,2025-09-14,1728,2016,73.1,20.4,25.3605,21.2571,-4.1034,4.3136,4.3689,20.1018,66.632,18.9087,37.6125,-0.9445,1.0128,7.21e-04,9.62e-01,True,False
IPS7100_MHC_001,temperature,week_to_week,2025-09-14,2025-09-21,2016,2016,20.4,2016.0,21.2571,25.604,4.3469,4.3689,0.0,18.9087,37.6125,25.604,25.604,1.4068,0.0,2.41e-04,1.00e-15,True,True
IPS7100_MHC_001,temperature,week_to_week,2025-09-21,2025-09-28,2016,2016,2016.0,20.4,25.604,24.5754,-1.0286,0.0,3.29,25.604,25.604,20.1628,43.6536,-0.442,inf,1.74e-01,1.00e-15,False,True
IPS7100_MHC_001,temperature,week_to_week,2025-09-28,2025-10-05,2016,2016,20.4,20.4,24.5754,23.6171,-0.9584,3.29,4.4196,20.1628,43.6536,19.5209,38.9396,-0.2459,1.3434,4.38e-01,5.03e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-10-05,2025-10-12,2016,2016,20.4,32.4,23.6171,22.5177,-1.0994,4.4196,3.214,19.5209,38.9396,17.7834,58.0658,-0.2844,0.7272,3.38e-01,1.90e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-10-12,2025-10-19,2016,2016,32.4,32.5,22.5177,21.8551,-0.6626,3.214,2.8508,17.7834,58.0658,19.3484,41.2774,-0.218,0.887,3.83e-01,4.10e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-10-19,2025-10-26,2016,2016,32.5,2016.0,21.8551,21.1271,-0.728,2.8508,0.0,19.3484,41.2774,21.1271,21.1271,-0.361,0.0,1.55e-01,1.00e-15,False,True
IPS7100_MHC_001,temperature,week_to_week,2025-10-26,2025-11-02,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-11-02,2025-11-09,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-11-09,2025-11-16,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-11-16,2025-11-23,2016,2016,2016.0,2016.0,21.1271,21.1271,-0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-11-23,2025-11-30,2016,1729,2016.0,1729.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-11-30,2025-12-07,1729,2016,1729.0,2016.0,21.1271,21.1271,-0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-12-07,2025-12-14,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-12-14,2025-12-21,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-12-21,2025-12-28,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2025-12-28,2026-01-04,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-01-04,2026-01-11,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-01-11,2026-01-18,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-01-18,2026-01-25,2016,2016,2016.0,2016.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-01-25,2026-02-01,2016,1729,2016.0,1729.0,21.1271,21.1271,0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-02-01,2026-02-08,1729,2016,1729.0,2016.0,21.1271,21.1271,-0.0,0.0,0.0,21.1271,21.1271,21.1271,21.1271,0.0,1.0,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-02-08,2026-02-15,2016,1980,2016.0,20.0,21.1271,20.4353,-0.6918,0.0,2.0648,21.1271,21.1271,13.1095,25.7607,-0.4759,inf,1.51e-01,1.00e-15,False,True
IPS7100_MHC_001,temperature,week_to_week,2026-02-15,2026-02-22,1980,2016,20.0,20.4,20.4353,15.9035,-4.5318,2.0648,5.6742,13.1095,25.7607,4.0714,29.1705,-1.0575,2.7481,2.42e-03,3.04e-04,True,True
IPS7100_MHC_001,temperature,week_to_week,2026-02-22,2026-03-01,2016,2016,20.4,20.4,15.9035,18.3525,2.449,5.6742,7.183,4.0714,29.1705,2.3872,35.3591,0.3783,1.2659,2.35e-01,2.85e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-03-01,2026-03-08,2016,2016,20.4,20.4,18.3525,20.7874,2.4349,7.183,5.6421,2.3872,35.3591,7.9399,34.0958,0.3769,0.7855,2.37e-01,2.95e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-03-08,2026-03-15,2016,2014,20.4,20.3,20.7874,19.3504,-1.437,5.6421,5.4344,7.9399,34.0958,5.5287,32.8459,-0.2594,0.9632,4.13e-01,7.79e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-03-15,2026-03-22,2014,2016,20.3,20.4,19.3504,17.7043,-1.646,5.4344,9.5302,5.5287,32.8459,1.1584,35.5647,-0.2121,1.7537,5.04e-01,2.43e-02,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-03-22,2026-03-29,2016,1729,20.4,17.5,17.7043,20.2178,2.5135,9.5302,5.9569,1.1584,35.5647,10.3759,32.7732,0.311,0.6251,3.31e-01,1.17e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-03-29,2026-04-05,1729,2016,17.5,20.4,20.2178,22.2738,2.056,5.9569,4.6589,10.3759,32.7732,9.72,30.9559,0.388,0.7821,2.52e-01,1.01e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-04-05,2026-04-12,2016,2016,20.4,20.4,22.2738,20.6119,-1.6619,4.6589,4.5842,9.72,30.9559,10.2881,30.1273,-0.3595,0.984,2.58e-01,5.03e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-04-12,2026-04-19,2016,2016,20.4,20.4,20.6119,21.9002,1.2883,4.5842,5.5409,10.2881,30.1273,6.3622,33.1153,0.2533,1.2087,4.24e-01,2.52e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-04-19,2026-04-26,2016,2016,20.4,20.4,21.9002,21.9979,0.0977,5.5409,5.7446,6.3622,33.1153,11.4547,37.7121,0.0173,1.0368,9.56e-01,9.77e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-04-26,2026-05-03,2016,2016,20.4,20.4,21.9979,21.5472,-0.4507,5.7446,6.1602,11.4547,37.7121,12.1735,41.1841,-0.0757,1.0723,8.11e-01,4.06e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-05-03,2026-05-10,2016,2016,20.4,20.4,21.5472,22.1018,0.5546,6.1602,5.7554,12.1735,41.1841,12.0533,39.3653,0.093,0.9343,7.68e-01,6.17e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-05-10,2026-05-17,2016,2016,20.4,20.4,22.1018,25.8545,3.7527,5.7554,5.707,12.0533,39.3653,14.9735,41.1572,0.6546,0.9916,4.33e-02,9.09e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-05-17,2026-05-24,2016,2016,20.4,20.4,25.8545,25.8798,0.0253,5.707,4.9008,14.9735,41.1572,17.7712,43.0561,0.0048,0.8587,9.88e-01,8.01e-01,False,False
IPS7100_MHC_001,temperature,week_to_week,2026-05-24,2026-05-31,2016,865,20.4,8.7,25.8798,25.7106,-0.1692,4.9008,4.2545,17.7712,43.0561,19.673,36.5792,-0.0359,0.8681,9.26e-01,3.44e-01,False,False
