sensor,metric,granularity,old_period,new_period,old_n,new_n,old_n_eff,new_n_eff,old_mean,new_mean,mean_delta,old_std,new_std,old_min,old_max,new_min,new_max,cohens_d,std_ratio,p_welch,p_levene,mean_shift,variance_shift
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-24,2025-05-25,288,288,8.5,2.9,5.1541,4.8934,-0.2607,1.8498,2.9432,2.6606,10.3842,2.0763,16.9317,-0.1059,1.5911,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-25,2025-05-26,288,288,2.9,3.4,4.8934,2.8508,-2.0425,2.9432,2.4284,2.0763,16.9317,0.0488,9.9251,-0.7557,0.8251,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-26,2025-05-27,288,288,3.4,6.5,2.8508,2.3746,-0.4762,2.4284,1.7284,0.0488,9.9251,0.5479,7.2912,-0.2255,0.7118,7.67e-01,5.21e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-27,2025-05-28,288,288,6.5,51.1,2.3746,0.367,-2.0077,1.7284,0.1103,0.5479,7.2912,0.1708,0.9163,-1.6365,0.0638,2.88e-02,5.72e-10,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-28,2025-05-29,288,288,51.1,2.9,0.367,5.2782,4.9112,0.1103,3.6765,0.1708,0.9163,0.398,14.3477,1.8851,33.318,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-29,2025-05-30,288,288,2.9,4.2,5.2782,0.753,-4.5251,3.6765,0.6867,0.398,14.3477,0.0843,2.89,-1.7081,0.1868,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-30,2025-05-31,288,288,4.2,65.0,0.753,0.6707,-0.0823,0.6867,0.1952,0.0843,2.89,0.3157,1.8929,-0.1628,0.2842,8.21e-01,4.18e-05,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-05-31,2025-06-01,288,288,65.0,36.7,0.6707,1.0222,0.3515,0.1952,0.6564,0.3157,1.8929,0.1647,5.1761,0.7246,3.3629,3.01e-03,9.07e-07,True,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-01,2025-06-02,288,288,36.7,7.5,1.0222,2.7035,1.6813,0.6564,1.3603,0.1647,5.1761,0.5951,5.7929,1.5715,2.0725,1.30e-02,4.38e-05,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-02,2025-06-03,288,288,7.5,8.0,2.7035,4.6395,1.936,1.3603,1.4307,0.5951,5.7929,1.7233,8.2744,1.3845,1.0518,1.68e-02,5.94e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-03,2025-06-04,288,286,8.0,5.8,4.6395,2.5598,-2.0797,1.4307,1.772,1.7233,8.2744,0.1137,8.7159,-1.2896,1.2385,4.48e-02,4.24e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-04,2025-06-05,286,286,5.8,11.0,2.5598,3.3321,0.7723,1.772,2.3214,0.1137,8.7159,1.2011,11.2804,0.3733,1.3101,4.62e-01,7.87e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-05,2025-06-06,286,288,11.0,17.2,3.3321,5.9258,2.5937,2.3214,1.4447,1.2011,11.2804,3.4553,9.7671,1.3402,0.6223,4.83e-03,3.21e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-06,2025-06-07,288,288,17.2,9.4,5.9258,6.9082,0.9824,1.4447,2.7354,3.4553,9.7671,3.1669,14.5986,0.4483,1.8933,3.29e-01,1.49e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-07,2025-06-08,288,288,9.4,10.2,6.9082,5.183,-1.7252,2.7354,2.1071,3.1669,14.5986,2.4594,12.5631,-0.7054,0.7703,1.41e-01,8.65e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-08,2025-06-09,288,288,10.2,5.1,5.183,1.3592,-3.8238,2.1071,1.3622,2.4594,12.5631,0.1975,5.6101,-2.1515,0.6465,1.08e-03,1.37e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-09,2025-06-10,288,288,5.1,13.3,1.3592,1.2177,-0.1415,1.3622,0.4974,0.1975,5.6101,0.1035,2.4118,-0.1377,0.3652,8.29e-01,8.94e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-10,2025-06-11,288,288,13.3,9.9,1.2177,1.8315,0.6138,0.4974,1.0808,0.1035,2.4118,0.2371,5.0195,0.7283,2.1729,1.23e-01,2.30e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-11,2025-06-12,288,288,9.9,7.1,1.8315,1.1322,-0.6993,1.0808,0.7596,0.2371,5.0195,0.2172,3.3837,-0.7473,0.7028,1.38e-01,2.74e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-12,2025-06-13,288,288,7.1,9.8,1.1322,3.1342,2.002,0.7596,1.3535,0.2172,3.3837,0.5382,6.6631,1.821,1.7818,1.68e-03,3.74e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-13,2025-06-14,288,288,9.8,5.7,3.1342,7.351,4.2168,1.3535,3.7262,0.5382,6.6631,2.7261,15.6824,1.5016,2.753,4.54e-02,1.99e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-14,2025-06-15,288,288,5.7,2.9,7.351,4.3717,-2.9793,3.7262,3.9684,2.7261,15.6824,0.0804,13.7604,-0.7727,1.065,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-15,2025-06-16,288,288,2.9,4.3,4.3717,1.5551,-2.8166,3.9684,1.1456,0.0804,13.7604,0.1855,5.9449,-0.9627,0.2887,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-16,2025-06-17,288,288,4.3,12.7,1.5551,2.2152,0.66,1.1456,0.8841,0.1855,5.9449,1.086,6.1784,0.6439,0.7717,3.28e-01,6.90e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-17,2025-06-18,288,288,12.7,5.4,2.2152,7.9893,5.7742,0.8841,4.3022,1.086,6.1784,1.4688,15.1017,1.856,4.8663,3.17e-02,1.16e-05,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-18,2025-06-19,288,288,5.4,41.1,7.9893,9.0022,1.0128,4.3022,1.4783,1.4688,15.1017,5.1969,12.8614,0.3143,0.3436,6.15e-01,5.25e-08,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-19,2025-06-20,288,288,41.1,19.3,9.0022,7.0263,-1.9759,1.4783,1.8595,5.1969,12.8614,3.6649,12.6052,-1.1743,1.2578,2.98e-04,5.13e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-20,2025-06-21,288,288,19.3,41.1,7.0263,5.4741,-1.5522,1.8595,1.1035,3.6649,12.6052,3.2085,10.0949,-1.0135,0.5935,2.33e-03,1.41e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-21,2025-06-22,288,288,41.1,8.8,5.4741,6.8596,1.3855,1.1035,2.7258,3.2085,10.0949,2.1816,13.7396,0.6652,2.4701,1.75e-01,1.24e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-22,2025-06-23,288,288,8.8,6.4,6.8596,4.4898,-2.3698,2.7258,2.1475,2.1816,13.7396,1.1958,8.414,-0.9641,0.7878,8.08e-02,5.49e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-23,2025-06-24,288,288,6.4,7.2,4.4898,2.6512,-1.8386,2.1475,1.4173,1.1958,8.414,1.0478,6.6692,-1.0088,0.66,9.90e-02,6.90e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-24,2025-06-25,288,288,7.2,45.8,2.6512,1.8482,-0.803,1.4173,0.4741,1.0478,6.6692,0.8395,3.1555,-0.7586,0.3345,1.81e-01,2.85e-04,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-25,2025-06-26,288,288,45.8,22.8,1.8482,1.6546,-0.1936,0.4741,0.5376,0.8395,3.1555,0.8416,3.8984,-0.3812,1.134,1.53e-01,9.30e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-26,2025-06-27,288,288,22.8,36.0,1.6546,1.3418,-0.3128,0.5376,0.3825,0.8416,3.8984,0.5175,2.5785,-0.6693,0.7114,2.10e-02,1.87e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-27,2025-06-28,288,288,36.0,63.8,1.3418,1.4208,0.079,0.3825,0.3215,0.5175,2.5785,0.6894,2.2364,0.2232,0.8405,3.00e-01,6.46e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-28,2025-06-29,288,288,63.8,19.7,1.4208,1.6634,0.2426,0.3215,0.5665,0.6894,2.2364,0.8508,3.5158,0.5257,1.7622,8.38e-02,1.74e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-29,2025-06-30,288,288,19.7,6.5,1.6634,4.859,3.1956,0.5665,2.4841,0.8508,3.5158,0.6448,14.4566,1.7706,4.3847,1.92e-02,3.47e-04,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-06-30,2025-07-01,288,288,6.5,4.6,4.859,2.4784,-2.3806,2.4841,3.2819,0.6448,14.4566,0.6398,13.2754,-0.8165,1.3212,2.35e-01,8.60e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-01,2025-07-02,288,288,4.6,4.4,2.4784,3.9173,1.439,3.2819,3.111,0.6398,13.2754,0.9387,15.062,0.4492,0.9479,5.21e-01,6.30e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-02,2025-07-03,288,288,4.4,5.0,3.9173,5.6242,1.7069,3.111,3.302,0.9387,15.062,2.2951,18.0448,0.5311,1.0614,4.41e-01,8.27e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-03,2025-07-04,288,288,5.0,8.3,5.6242,5.0843,-0.5399,3.302,2.8923,2.2951,18.0448,0.9342,13.3899,-0.1736,0.8759,7.71e-01,1.14e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-04,2025-07-05,288,288,8.3,6.5,5.0843,16.7714,11.6871,2.8923,4.7596,0.9342,13.3899,5.4952,25.7341,2.9625,1.6456,4.46e-04,8.92e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-05,2025-07-06,288,288,6.5,23.4,16.7714,9.5193,-7.2522,4.7596,2.2481,5.4952,25.7341,4.8509,15.5234,-1.945,0.4723,8.85e-03,2.89e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-06,2025-07-07,288,288,23.4,9.1,9.5193,9.1266,-0.3926,2.2481,3.0253,4.8509,15.5234,2.3447,14.967,-0.1471,1.3457,7.29e-01,6.38e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-07,2025-07-08,288,287,9.1,25.0,9.1266,6.1763,-2.9504,3.0253,1.3779,2.3447,14.967,3.0239,10.613,-1.2522,0.4555,1.89e-02,8.38e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-08,2025-07-09,287,288,25.0,9.0,6.1763,3.1536,-3.0226,1.3779,1.6113,3.0239,10.613,0.8234,7.8907,-2.0124,1.1694,2.67e-04,2.92e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-09,2025-07-10,288,288,9.0,5.4,3.1536,4.9774,1.8238,1.6113,3.1369,0.8234,7.8907,1.0392,12.1329,0.7301,1.9468,2.60e-01,2.79e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-10,2025-07-11,288,288,5.4,7.8,4.9774,7.5501,2.5726,3.1369,3.3147,1.0392,12.1329,1.9262,14.1933,0.7958,1.0567,1.85e-01,9.99e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-11,2025-07-12,288,288,7.8,31.3,7.5501,3.8265,-3.7236,3.3147,0.849,1.9262,14.1933,1.6956,5.966,-1.5363,0.2561,1.74e-02,5.34e-06,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-12,2025-07-13,288,288,31.3,8.5,3.8265,3.4326,-0.3939,0.849,2.0102,1.6956,5.966,1.0007,13.8651,-0.2548,2.3677,5.93e-01,3.76e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-13,2025-07-14,288,288,8.5,12.0,3.4326,2.986,-0.4466,2.0102,1.205,1.0007,13.8651,1.0097,8.1199,-0.269,0.5994,5.76e-01,1.46e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-14,2025-07-15,288,288,12.0,20.4,2.986,5.1354,2.1494,1.205,1.2599,1.0097,8.1199,2.8063,8.357,1.7406,1.0456,6.54e-05,2.53e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-15,2025-07-16,288,288,20.4,25.1,5.1354,9.7358,4.6004,1.2599,1.9616,2.8063,8.357,5.9353,16.2539,2.7858,1.557,5.06e-12,5.48e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-16,2025-07-17,288,288,25.1,41.0,9.7358,14.1021,4.3663,1.9616,1.9492,5.9353,16.2539,8.0925,18.8247,2.2291,0.9937,9.10e-12,2.87e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-17,2025-07-18,288,288,41.0,11.2,14.1021,11.3646,-2.7375,1.9492,2.6463,8.0925,18.8247,6.1925,16.565,-1.1759,1.3576,6.51e-03,3.40e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-18,2025-07-19,288,288,11.2,24.5,11.3646,4.9054,-6.4592,2.6463,1.3299,6.1925,16.565,2.385,10.0225,-3.0789,0.5025,4.11e-06,3.11e-04,True,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-19,2025-07-20,288,288,24.5,14.6,4.9054,5.4753,0.5699,1.3299,1.8139,2.385,10.0225,2.2524,9.9427,0.3577,1.3639,3.08e-01,1.76e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-20,2025-07-21,288,288,14.6,14.6,5.4753,5.4831,0.0078,1.8139,1.829,2.2524,9.9427,2.1685,9.911,0.0042,1.0084,9.91e-01,9.44e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-21,2025-07-22,288,288,14.6,12.8,5.4831,5.5408,0.0577,1.829,1.6957,2.1685,9.911,1.8052,9.2036,0.0327,0.9271,9.33e-01,6.19e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-22,2025-07-23,288,288,12.8,16.5,5.5408,3.2588,-2.282,1.6957,0.9646,1.8052,9.2036,1.3341,6.0799,-1.6514,0.5689,4.44e-04,8.38e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-23,2025-07-24,288,288,16.5,9.9,3.2588,2.7394,-0.5194,0.9646,1.3346,1.3341,6.0799,0.7851,6.8952,-0.4453,1.3835,3.03e-01,4.20e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-24,2025-07-25,288,288,9.9,42.9,2.7394,2.5626,-0.1768,1.3346,0.6021,0.7851,6.8952,1.3904,5.3112,-0.1705,0.4511,6.93e-01,2.11e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-25,2025-07-26,288,288,42.9,43.7,2.5626,4.0421,1.4795,0.6021,1.1294,1.3904,5.3112,2.0674,12.6569,1.632,1.8759,1.36e-10,2.36e-03,True,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-26,2025-07-27,288,288,43.7,17.2,4.0421,3.7383,-0.3037,1.1294,1.2959,2.0674,12.6569,1.733,7.7307,-0.2495,1.1475,4.02e-01,1.81e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-27,2025-07-28,288,288,17.2,32.0,3.7383,4.8302,1.0919,1.2959,1.065,1.733,7.7307,1.8346,7.8693,0.919,0.8218,5.75e-03,5.41e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-28,2025-07-29,288,288,32.0,9.4,4.8302,6.8199,1.9897,1.065,2.6219,1.8346,7.8693,3.6,13.652,0.9926,2.4619,4.82e-02,3.89e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-29,2025-07-30,288,288,9.4,14.4,6.8199,8.4429,1.623,2.6219,2.5009,3.6,13.652,4.3166,15.2842,0.6324,0.9539,1.51e-01,8.96e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-30,2025-07-31,288,288,14.4,31.1,8.4429,6.4188,-2.0241,2.5009,1.4191,4.3166,15.2842,3.1288,10.0491,-0.9938,0.5674,1.07e-02,5.60e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-07-31,2025-08-01,288,288,31.1,25.5,6.4188,4.3701,-2.0487,1.4191,1.1752,3.1288,10.0491,2.3116,7.4179,-1.5697,0.8282,2.10e-07,3.65e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-01,2025-08-02,288,288,25.5,12.4,4.3701,2.0289,-2.3411,1.1752,0.8722,2.3116,7.4179,0.5423,5.0933,-2.2583,0.7422,1.27e-07,9.29e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-02,2025-08-03,288,288,12.4,3.9,2.0289,9.2234,7.1944,0.8722,4.1638,0.5423,5.0933,2.169,16.196,2.3875,4.7738,4.21e-02,5.20e-05,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-03,2025-08-04,288,288,3.9,2.9,9.2234,6.5612,-2.6621,4.1638,4.873,2.169,16.196,0.7148,16.6019,-0.5864,1.1703,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-04,2025-08-05,288,288,2.9,15.4,6.5612,15.782,9.2208,4.873,2.7073,0.7148,16.6019,8.8132,25.1373,2.3352,0.5556,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-05,2025-08-06,288,288,15.4,10.0,15.782,13.9143,-1.8678,2.7073,3.0209,8.8132,25.1373,7.0014,20.1303,-0.65,1.1158,1.31e-01,4.13e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-06,2025-08-07,288,288,10.0,4.2,13.9143,5.704,-8.2102,3.0209,3.0051,7.0014,20.1303,1.4253,11.3917,-2.7202,0.9948,3.44e-03,6.14e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-07,2025-08-08,288,288,4.2,44.4,5.704,3.1851,-2.519,3.0051,0.7567,1.4253,11.3917,1.5173,6.0605,-1.1476,0.2518,1.82e-01,1.01e-06,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-08,2025-08-09,288,288,44.4,57.9,3.1851,3.7099,0.5248,0.7567,0.7146,1.5173,6.0605,1.979,7.2062,0.7119,0.9444,6.00e-04,6.77e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-09,2025-08-10,288,288,57.9,14.8,3.7099,3.7005,-0.0094,0.7146,1.2278,1.979,7.2062,1.642,6.7951,-0.0094,1.7181,9.78e-01,7.60e-04,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-10,2025-08-11,288,288,14.8,21.1,3.7005,3.4344,-0.2661,1.2278,0.8623,1.642,6.7951,2.2744,6.5038,-0.2504,0.7023,4.80e-01,1.83e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-11,2025-08-12,288,288,21.1,18.0,3.4344,5.0034,1.569,0.8623,1.5829,2.2744,6.5038,2.1206,9.1222,1.2289,1.8356,9.10e-04,1.82e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-12,2025-08-13,288,288,18.0,15.3,5.0034,5.1708,0.1674,1.5829,1.4829,2.1206,9.1222,2.2909,8.8311,0.109,0.9369,7.56e-01,3.96e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-13,2025-08-14,288,288,15.3,22.9,5.1708,3.0731,-2.0978,1.4829,0.9223,2.2909,8.8311,0.8704,5.2907,-1.6958,0.622,6.76e-05,4.79e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-14,2025-08-15,288,288,22.9,7.4,3.0731,4.0573,0.9842,0.9223,1.9578,0.8704,5.2907,0.7689,7.7527,0.642,2.1227,2.28e-01,2.72e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-15,2025-08-16,288,288,7.4,21.6,4.0573,2.1433,-1.9139,1.9578,0.6989,0.7689,7.7527,0.9262,4.0079,-1.2998,0.357,3.62e-02,1.41e-03,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-16,2025-08-17,288,288,21.6,7.7,2.1433,6.3223,4.1789,0.6989,2.7151,0.9262,4.0079,1.5091,11.8115,2.1043,3.885,3.97e-03,2.19e-07,True,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-17,2025-08-18,288,288,7.7,5.1,6.3223,4.6269,-1.6954,2.7151,2.048,1.5091,11.8115,1.38,8.9274,-0.7038,0.7543,2.33e-01,1.57e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-18,2025-08-19,288,288,5.1,10.1,4.6269,4.6013,-0.0256,2.048,1.7398,1.38,8.9274,1.6612,8.6098,-0.0135,0.8495,9.81e-01,8.41e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-19,2025-08-20,288,288,10.1,18.0,4.6013,5.5785,0.9773,1.7398,1.5946,1.6612,8.6098,2.2776,9.7117,0.5846,0.9166,1.60e-01,4.61e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-20,2025-08-21,288,288,18.0,22.7,5.5785,3.8357,-1.7429,1.5946,1.0571,2.2776,9.7117,1.698,7.4616,-1.2861,0.6629,4.24e-04,1.96e-01,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-21,2025-08-22,288,288,22.7,10.8,3.8357,4.3836,0.5479,1.0571,1.51,1.698,7.4616,1.7215,8.273,0.4197,1.4284,3.02e-01,5.34e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-22,2025-08-23,288,288,10.8,4.7,4.3836,4.7945,0.4108,1.51,2.6233,1.7215,8.273,1.5032,11.5047,0.1916,1.7373,7.64e-01,1.27e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-23,2025-08-24,288,288,4.7,70.0,4.7945,2.6519,-2.1426,2.6233,0.4652,1.5032,11.5047,1.3873,3.774,-1.1353,0.1773,1.57e-01,1.64e-08,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-24,2025-08-25,288,288,70.0,18.5,2.6519,4.7014,2.0495,0.4652,1.1916,1.3873,3.774,2.7131,8.4725,2.2618,2.5615,7.18e-07,5.30e-04,True,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-25,2025-08-26,288,288,18.5,6.3,4.7014,4.7035,0.0021,1.1916,1.9658,2.7131,8.4725,1.2802,9.257,0.0013,1.6497,9.98e-01,9.62e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-26,2025-08-27,288,288,6.3,48.8,4.7035,6.1364,1.4329,1.9658,1.052,1.2802,9.257,3.8113,9.9878,0.9073,0.5351,1.27e-01,1.00e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-27,2025-08-28,288,288,48.8,27.0,6.1364,7.0679,0.9316,1.052,1.5912,3.8113,9.9878,3.2919,10.9922,0.6894,1.5126,9.60e-03,2.17e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-28,2025-08-29,288,288,27.0,3.6,7.0679,9.4496,2.3817,1.5912,5.3414,3.2919,10.9922,1.5542,22.8787,0.6033,3.3568,4.70e-01,2.12e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-29,2025-08-30,288,288,3.6,2.9,9.4496,12.4877,3.0381,5.3414,10.0902,1.5542,22.8787,0.103,35.1528,0.3757,1.8891,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-30,2025-08-31,288,288,2.9,7.3,12.4877,4.1182,-8.3695,10.0902,1.8454,0.103,35.1528,0.1462,8.9159,-1.1519,0.1829,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-08-31,2025-09-01,288,288,7.3,4.8,4.1182,5.1335,1.0153,1.8454,2.9065,0.1462,8.9159,0.8021,13.127,0.4163,1.575,5.24e-01,7.75e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-01,2025-09-02,288,288,4.8,6.9,5.1335,6.2379,1.1045,2.9065,2.5124,0.8021,13.127,1.3556,11.0216,0.4059,0.8644,5.22e-01,5.48e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-02,2025-09-03,288,288,6.9,2.9,6.2379,2.5633,-3.6746,2.5124,2.0778,1.3556,11.0216,0.3248,6.876,-1.5912,0.827,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-03,2025-09-04,288,288,2.9,27.9,2.5633,1.9214,-0.6419,2.0778,0.8363,0.3248,6.876,0.4743,7.5309,-0.4046,0.4025,1.00e+00,1.00e+00,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-04,2025-09-05,288,288,27.9,21.9,1.9214,3.3346,1.4133,0.8363,0.9223,0.4743,7.5309,1.607,5.3273,1.6025,1.1028,1.49e-06,2.99e-02,True,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-05,2025-09-06,288,288,21.9,3.9,3.3346,9.5771,6.2425,0.9223,5.1003,1.607,5.3273,1.442,21.4076,1.7003,5.5299,9.56e-02,8.68e-12,False,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-06,2025-09-07,288,288,3.9,3.4,9.5771,10.3184,0.7413,5.1003,4.7016,1.442,21.4076,3.6841,20.2708,0.1509,0.9218,8.45e-01,3.78e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-07,2025-09-08,288,288,3.4,14.6,10.3184,4.3947,-5.9237,4.7016,1.4861,3.6841,20.2708,2.0809,7.8777,-1.696,0.3161,1.21e-01,5.88e-02,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-08,2025-09-09,288,288,14.6,21.4,4.3947,2.845,-1.5497,1.4861,0.8014,2.0809,7.8777,1.3804,5.4999,-1.2958,0.5393,1.77e-03,1.53e-03,True,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-09,2025-09-10,288,288,21.4,9.5,2.845,5.3639,2.5189,0.8014,1.9483,1.3804,5.4999,2.2289,12.414,1.688,2.4311,3.36e-03,5.92e-03,True,True
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-10,2025-09-11,288,288,9.5,11.9,5.3639,6.2023,0.8385,1.9483,1.8782,2.2289,12.414,2.536,11.2439,0.4374,0.964,3.28e-01,5.43e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-11,2025-09-12,288,288,11.9,11.9,6.2023,5.8595,-0.3429,1.8782,1.8393,2.536,11.2439,2.8164,10.013,-0.1841,0.9793,6.58e-01,8.21e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-12,2025-09-13,288,288,11.9,13.8,5.8595,6.6778,0.8184,1.8393,1.7858,2.8164,10.013,3.6116,10.7549,0.4507,0.9709,2.68e-01,5.64e-01,False,False
IPS7100_MHC_001,pm1_0,day_to_day,2025-09-13,2025-09-14,288,288,13.8,10.3,6.6778,7.6895,1.0116,1.7858,2.1863,3.6116,10.7549,4.7257,13.4976,0.5059,1.2243,2.42e-01,7.67e-01,False,False
